2024-04-15 21:50:38,82,99
2024-04-15 21:50:28,64,95
2024-04-15 21:21:12,93,98
2024-04-15 21:21:02,85,99
2024-04-15 21:20:52,82,98
2024-04-15 21:20:41,92,99
2024-04-15 21:20:31,98,99
2024-04-15 21:20:21,84,98
2024-04-15 21:20:11,92,98
2024-04-15 21:20:01,83,99
2024-04-15 21:19:50,84,98
2024-04-15 21:19:40,89,98
2024-04-15 21:19:30,85,99
2024-04-15 21:19:20,89,99
2024-04-15 21:19:09,82,98
2024-04-15 21:18:59,81,99
2024-04-15 21:18:49,83,99
2024-04-15 21:18:39,86,98
2024-04-15 21:18:29,82,98
2024-04-15 21:18:18,76,98
2024-04-15 21:18:08,86,98
2024-04-15 21:17:58,80,98
2024-04-15 21:17:48,78,98
2024-04-15 21:17:37,90,99
2024-04-15 21:17:27,82,87
2024-04-15 21:17:17,87,95
2024-04-15 21:17:07,92,99
2024-04-15 21:16:57,80,98
2024-04-15 21:16:46,81,98
2024-04-15 21:16:36,91,98
2024-04-15 21:16:26,83,99
2024-04-15 21:16:16,84,92
2024-04-15 21:16:05,82,82
2024-04-15 21:15:55,79,98
2024-04-15 21:15:45,89,99
2024-04-15 21:15:35,85,99
2024-04-15 21:15:24,84,99
2024-04-15 21:15:14,91,98
2024-04-15 21:15:04,81,96
2024-04-15 21:14:54,88,93
2024-04-15 21:14:44,81,75
2024-04-15 21:14:33,84,81
2024-04-15 21:13:50,82,98
2024-04-15 21:13:39,92,94
2024-04-15 21:13:29,87,83
2024-04-15 21:09:14,85,98
2024-04-15 21:09:03,79,87
2024-04-15 21:08:53,65,76
2024-04-15 21:08:43,77,87
2024-04-15 21:08:33,76,71
2024-04-15 21:08:22,84,80
2024-04-15 21:08:12,86,94
2024-04-15 21:04:46,92,96
2024-04-15 21:04:35,92,60
2024-04-15 21:04:25,93,68
2024-04-15 21:04:14,96,86
2024-04-15 21:04:00,76,100
2024-04-15 21:03:45,79,89
2024-04-15 21:03:34,75,99
2024-04-15 21:03:24,66,98
2024-04-15 21:03:14,69,98
2024-04-15 21:03:03,96,98
2024-04-15 21:02:53,100,98
2024-04-15 21:02:43,95,98
2024-04-15 21:02:33,79,98
2024-04-15 21:02:23,72,98
2024-04-15 21:02:12,82,98
2024-04-15 21:02:02,97,98
2024-04-15 21:01:52,92,98
2024-04-15 21:01:42,79,99
2024-04-15 21:01:32,87,98
2024-04-15 21:01:21,96,94
2024-04-15 21:01:11,79,82
2024-04-15 21:01:01,78,46
2024-04-15 21:00:51,67,78
2024-04-15 21:00:41,65,79
2024-04-15 21:00:31,84,93
2024-04-15 21:00:20,83,99
2024-04-15 21:00:10,90,99
2024-04-15 21:00:00,98,98
2024-04-15 20:59:50,82,99
2024-04-15 20:59:39,82,98
2024-04-15 20:59:29,78,96
2024-04-15 20:59:19,83,88
2024-04-15 20:59:09,74,69
2024-04-15 20:58:58,90,91
2024-04-15 20:58:48,85,84
2024-04-15 20:58:38,73,93
2024-04-15 20:58:28,78,98
2024-04-15 20:58:17,81,99
2024-04-15 20:57:59,75,100
2024-04-15 20:56:56,86,100
2024-04-15 20:56:25,77,98
2024-04-15 20:56:15,59,98
2024-04-15 20:56:05,57,93
2024-04-15 20:55:54,67,94
2024-04-15 20:55:44,96,87
2024-04-15 20:55:34,78,75
2024-04-15 20:55:24,76,80
2024-04-15 20:55:14,81,77
2024-04-15 20:55:03,80,68
2024-04-15 20:54:53,87,63
2024-04-15 20:54:43,77,84
2024-04-15 20:54:33,75,77
2024-04-15 20:54:23,80,84
2024-04-15 20:54:12,78,98
2024-04-15 20:54:02,73,92
2024-04-15 19:20:12,83,80
2024-04-15 19:11:50,87,95
2024-04-15 19:11:40,92,74
2024-04-15 19:11:30,75,71
2024-04-09 22:02:02,87,92
2024-04-09 22:01:52,82,97
2024-04-09 22:01:42,84,98
2024-04-09 22:01:01,87,56
2024-04-09 22:00:51,89,75
2024-04-09 22:00:41,81,86
2024-04-09 22:00:30,80,92
2024-04-09 22:00:19,84,98
2024-04-09 22:00:09,80,97
2024-04-09 21:59:59,71,98
2024-04-09 21:59:49,79,98
2024-04-09 21:59:38,54,84
2024-04-09 21:59:28,84,94
2024-04-09 21:59:01,93,59
2024-04-09 21:58:51,59,68
2024-04-09 21:58:41,61,61
2024-04-09 21:58:30,60,67
2024-04-09 21:58:20,73,65
2024-04-09 21:58:10,73,61
2024-04-09 21:57:59,81,56
2024-04-09 21:57:49,72,66
2024-04-09 21:57:29,53,43
2024-04-09 09:25:07,96,43
2024-04-09 09:24:57,62,57
2024-04-09 09:24:43,69,76
2024-04-09 09:24:32,73,61
2024-04-09 09:24:21,73,83
2024-04-09 09:24:11,74,87
2024-04-09 09:23:47,72,38
2024-04-09 09:23:17,43,75
2024-04-09 09:23:06,67,83
2024-04-09 09:22:53,63,98
2024-04-09 09:22:34,64,99
2024-04-09 09:22:24,68,96
2024-04-09 09:22:13,75,79
2024-04-09 09:22:03,66,72
2024-04-09 09:21:53,88,74
2024-04-09 09:21:41,81,86
2024-04-09 09:21:31,75,97
2024-04-09 09:21:20,83,91
2024-04-09 09:21:10,88,84
2024-04-09 09:20:59,78,83
2024-04-09 09:20:49,78,68
2024-04-09 09:19:49,95,89
2024-04-09 09:14:43,100,100
2024-04-09 09:14:33,91,96
2024-04-09 09:14:22,85,100
2024-04-09 09:14:12,79,82
2024-04-09 09:14:02,85,98
2024-04-09 09:13:52,70,99
2024-04-09 09:13:42,74,99
2024-04-09 09:13:32,66,100
2024-04-09 09:13:22,100,97
2024-04-09 09:13:11,90,98
2024-04-09 09:13:01,80,89
2024-04-09 09:12:51,83,100
2024-04-09 09:12:41,76,95
2024-04-09 09:12:31,92,56
2024-04-09 09:12:21,90,91
2024-04-08 22:46:16,83,98
2024-04-08 22:46:05,71,99
2024-04-08 22:45:55,90,98
2024-04-08 22:45:45,83,95
2024-04-08 22:45:35,97,69
2024-04-08 22:45:25,73,89
2024-04-08 22:45:14,67,99
2024-04-08 22:45:04,67,98
2024-04-08 22:44:54,66,97
2024-04-08 22:44:44,67,98
2024-04-08 22:44:34,85,98
2024-04-08 22:44:23,85,93
2024-04-08 22:44:13,79,71
2024-04-08 22:39:22,66,98
2024-04-08 22:39:12,59,98
2024-04-08 22:39:01,72,98
2024-04-08 13:38:46,66,81
2024-04-08 13:38:36,66,100
2024-04-08 13:38:25,54,100
2024-04-08 13:36:15,85,94
2024-04-08 13:36:05,88,100
2024-04-08 13:35:55,66,88
2024-04-08 13:35:45,69,77
2024-04-08 13:35:34,60,95
2024-04-08 13:35:24,86,92
2024-04-08 13:35:14,88,91
2024-04-08 13:35:04,89,92
2024-04-08 13:34:53,98,96
2024-04-08 13:34:43,89,86
2024-04-08 13:34:33,85,87
2024-04-08 13:34:23,96,96
2024-04-08 13:34:13,96,95
2024-04-08 13:34:03,98,86
2024-04-08 13:33:52,82,84
2024-04-08 13:33:42,76,93
2024-04-08 13:33:32,85,97
2024-04-08 13:33:22,81,98
2024-04-08 13:33:12,88,97
2024-04-08 13:32:26,89,46
2024-04-08 13:32:16,75,58
2024-04-01 19:42:59,87,97
2024-04-01 19:42:48,97,88
2024-04-01 19:42:15,79,100
2024-04-01 19:41:55,83,99
2024-03-25 23:35:24,76,81
2024-03-25 23:34:10,72,90
2024-03-25 23:21:44,98,94
2024-03-25 23:21:34,93,86
2024-03-25 23:20:35,92,99
2024-03-25 23:20:25,78,98
2024-03-25 23:20:15,82,87
2024-03-25 23:20:05,103,92
2024-03-25 23:18:28,76,100
2024-03-25 23:18:18,64,99
2024-03-25 23:18:08,78,94
2024-03-25 23:15:33,86,94
2024-03-25 23:15:23,82,77
2024-03-18 23:16:43,87,87
2024-03-18 23:16:32,75,72
2024-03-18 23:16:22,61,76
2024-03-18 23:16:11,67,69
2024-03-18 12:57:45,82,64
2024-03-18 12:57:35,92,61
2024-03-18 12:57:25,87,95
2024-03-18 12:57:15,61,90
2024-03-18 12:57:04,94,92
2024-03-18 12:56:54,87,95
2024-03-18 12:56:44,94,99
